Problem size,NumPy time (s),Einspeed time (s),Speedup
12,1.239776611328125e-05,0.0004782676696777344,0.0259222333000997
96,8.821487426757812e-06,1.8596649169921875e-05,0.47435897435897434
768,1.7642974853515625e-05,2.2411346435546875e-05,0.7872340425531915
6144,0.0006084442138671875,3.743171691894531e-05,16.254777070063696
49152,0.02887415885925293,9.417533874511719e-05,306.6
393216,1.815412998199463,0.00027108192443847656,6696.916446789798
3145728,116.06843519210815,0.0016150474548339844,71866.88839681134
